model_pair,metric,sample_size,n_trials,mean_ci_width,std_ci_width,empirical_coverage,mean_point_estimate,std_point_estimate,fraction_significant,median_p_value,coverage_se,nominal_ci_level,full_sample_estimate
m5v9,fluency,25,500,0.3819346666666668,0.11177013500903385,0.952,-0.033413333333333385,0.09306571423162245,0.02,0.59175,0.009559916317625384,0.95,-0.033333333333333215
m5v9,fluency,50,500,0.2790153333333335,0.04621602350666541,0.984,-0.0299466666666667,0.05246365751268304,0.014,0.5822499999999999,0.00561141693336006,0.95,-0.033333333333333215
m5v9,fluency,100,500,0.20033533333333348,0.004453146993689388,1.0,-0.03333333333333322,4.879876787724965e-16,0.0,0.531,0.0,0.95,-0.033333333333333215
